YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201206,63355,379342,1,0.86,NE,HOP BOTTOM,41.71,-75.77,41.426,-75.462
201206,63355,379343,1,1.38,S,KINGSLEY,41.75,-75.77,41.45,-75.462
201206,63355,379344,1,1.69,ESE,WEST LENOX,41.71,-75.67,41.426,-75.402
201206,63355,379345,1,0.69,N,PLAINS,41.29,-75.87,41.174,-75.522
201206,63355,379346,1,0.0,N,ROYAL,41.67,-75.63,41.402,-75.378
201206,63355,379347,1,0.52,E,WEST CLIFFORD,41.68,-75.62,41.408,-75.372
201206,63355,379348,1,0.86,SW,BETHANY,41.61,-75.29,41.366,-75.174
201206,63355,379349,1,0.0,N,DINGMANS FERRY,41.22,-74.88,41.132,-74.528
201206,63355,379350,1,4.32,SE,MILLRIFT,41.37,-74.7,41.222,-74.42
201206,63356,379354,1,1.38,S,HARTMAN,33.36,-94.17,33.216,-94.102
201206,63356,379355,1,1.5,NNE,CARTWRIGHT,32.89,-95.36,32.534,-95.216
201206,63356,379356,1,3.27,SSE,QUITMAN,32.76,-95.4,32.456,-95.24
201206,63356,379357,1,3.45,S,PINE MILLS,32.68,-95.3,32.408,-95.18
201206,63356,379358,1,0.0,N,MT PLEASANT,33.17,-94.98,33.102,-94.588
201206,63356,379363,1,2.76,N,MT PLEASANT,33.21,-94.98,33.126,-94.588
201206,63356,379364,1,0.58,E,DANGERFIELD,33.03,-94.72,33.18,-94.432
201206,63356,379365,1,0.69,N,NEW BOSTON,33.46,-94.42,33.276,-94.252
201207,63559,380605,1,0.58,W,COPE,33.38,-81.01,33.228,-81.6
201207,63559,380606,1,0.57,W,PAGELAND,34.77,-80.39,34.462,-80.234
201207,63559,380607,1,0.57,W,KILLIAN,34.13,-80.96,34.78,-80.576
201207,63559,380608,1,0.57,W,BLYTHEWOOD,34.22,-80.98,34.132,-80.588
201207,63559,380609,1,0.57,W,BLYTHEWOOD,34.22,-80.98,34.132,-80.588
201207,63559,380610,1,0.0,N,CHAPIN,34.17,-81.35,34.102,-81.21
201207,63559,380611,1,0.9,NW,RIDGEWAY,34.31,-80.96,34.186,-80.576
201207,63559,380612,1,0.0,N,CHAPIN,34.17,-81.35,34.102,-81.21
201207,63559,380615,1,0.57,W,PAGELAND,34.77,-80.39,34.462,-80.234
201207,63559,380616,1,4.42,NW,RILEY,33.66,-80.86,33.396,-80.516
201207,63559,380617,1,3.19,ENE,WOLFTON,33.6,-80.93,33.36,-80.558
201207,63559,380618,1,0.69,N,LEXINGTON,33.99,-81.25,33.594,-81.15
201207,63559,380632,1,0.0,N,CHAPIN,34.17,-81.35,34.102,-81.21
201205,63431,379763,1,0.0,N,BIG FLATS,44.12,-89.8,44.72,-89.48
201205,63431,380090,1,0.55,N,CHIMNEY ROCK,44.4779,-91.4194,44.28674,-91.25164
201204,63432,379753,1,5.3,W,MIAMI,36.88,-94.9759,36.528,-94.58554
201204,63432,379753,2,1.6,WNW,MIAMI,36.8889,-94.9068,36.53334,-94.54408
201204,63432,379753,3,5.1,NW,NORTH MIAMI,36.9722,-94.9453,36.58332,-94.56718
201204,63432,379753,4,9.1,WNW,NORTH MIAMI,36.9704,-95.0323,36.58224,-95.1938
201205,63433,379757,1,9.1,WNW,NORTH MIAMI,36.9704,-95.0323,36.58224,-95.1938
201205,63433,379757,2,5.3,W,MIAMI,36.88,-94.9759,36.528,-94.58554
201205,63433,379757,3,1.6,WNW,MIAMI,36.8889,-94.9068,36.53334,-94.54408
201205,63433,379757,4,5.1,NW,NORTH MIAMI,36.9722,-94.9453,36.58332,-94.56718
201205,63434,379764,1,0.82,SE,SAN YGNACIO,27.0423,-99.4398,27.2538,-99.26388
201205,63434,379766,1,1.41,ENE,ZAPATA ARPT,26.89,-99.26,26.534,-99.156
201205,63434,379767,1,1.46,NNE,ZAPATA ARPT,26.8984,-99.2684,26.53904,-99.16104
201205,63434,379768,1,1.46,NNE,ZAPATA ARPT,26.8984,-99.2684,26.53904,-99.16104
201205,63434,379769,1,1.44,NE,ZAPATA ARPT,26.8949,-99.2637,26.53694,-99.15822
201205,63434,379769,2,1.43,NE,ZAPATA ARPT,26.8946,-99.2635,26.53676,-99.1581
201205,63434,379769,3,1.46,NE,ZAPATA ARPT,26.8948,-99.2632,26.53688,-99.15792
201205,63434,379769,4,1.46,NE,ZAPATA ARPT,26.8951,-99.2633,26.53706,-99.15798
201205,63434,379770,1,6.53,N,LINN,26.6644,-98.1267,26.39864,-98.7602
201205,63434,379770,2,5.49,NNE,SAN MANUEL,26.6477,-98.101,26.38862,-98.606
201205,63434,379772,1,0.0,N,RAYMONDVILLE,26.48,-97.78,26.288,-97.468
201205,63434,386984,1,9.59,NNW,LINN,26.6954,-98.1965,26.41724,-98.1179
201205,63434,386984,2,5.23,N,SAN MANUEL,26.6457,-98.1211,26.38742,-98.7266
201204,63435,379755,1,2.49,SE,LENAPAH,36.8239,-95.5989,36.49434,-95.35934
201204,63435,379755,2,5.34,NE,CHILDERS,36.834,-95.5158,36.5004,-95.30948
201204,63435,379755,3,4.15,NE,LENAPAH,36.884,-95.568,36.5304,-95.3408
201204,63435,379755,4,2.33,N,LENAPAH,36.8832,-95.6229,36.52992,-95.37374
201205,63436,380014,1,2.5,SE,LENAPAH,36.8244,-95.598,36.49464,-95.3588
201205,63436,380014,2,5.3,NE,CHILDERS,36.8242,-95.5023,36.49452,-95.30138
201205,63436,380014,3,4.2,NE,LENAPAH,36.893,-95.5763,36.5358,-95.34578
201205,63436,380014,4,2.3,N,LENAPAH,36.8833,-95.63,36.52998,-95.378
201205,63437,379758,1,0.18,SSW,BRIARK,35.1474,-90.1306,35.8844,-90.7836
201205,63437,379758,2,1.29,W,BLANTON,35.1695,-90.1928,35.1017,-90.11568
201205,63437,379758,3,1.6,NW,(AWM)WEST MEMPHIS AR,35.148,-90.2479,35.888,-90.14874
201205,63437,379758,4,1.02,ESE,HULBERT,35.1138,-90.1837,35.6828,-90.11022
201205,63437,379760,1,0.0,N,WEST MEMPHIS,35.15,-90.18,35.9,-90.108
201205,63437,379762,1,0.0,N,OSCEOLA,35.7,-89.97,35.42,-89.582
201205,63438,380001,1,4.5,WSW,BIG SPG,43.6503,-89.7157,43.39018,-89.42942
201205,63438,384737,1,4.49,WSW,BIG SPG,43.6504,-89.7157,43.39024,-89.42942
201205,63439,379843,1,2.55,SSE,FAYSVILLE,26.3855,-98.1153,26.2313,-98.6918
201205,63439,379843,2,3.51,SSE,FAYSVILLE,26.3728,-98.1089,26.22368,-98.6534
201205,63439,379855,1,4.79,NNE,LA BLANCA,26.3674,-98.0516,26.22044,-98.3096
201205,63439,379869,1,2.23,E,TURCOTTE,27.0163,-97.7941,27.978,-97.47646
201205,63439,379872,1,0.44,SSE,SEBASTIAN,26.3443,-97.7969,26.20658,-97.47814
201205,63439,379872,2,0.78,SE,SEBASTIAN,26.3427,-97.7904,26.20562,-97.47424
201205,63439,379875,1,1.47,N,LYFORD,26.4411,-97.7831,26.26466,-97.46986
201205,63439,386989,1,3.41,SSE,FAYSVILLE,26.3742,-98.1096,26.22452,-98.6576
201206,63440,380665,1,10.56,ENE,PLAYALINDA BEACH,28.61,-80.62,28.366,-80.372
201206,63440,380666,1,17.44,N,PLAYALINDA BEACH,28.8,-80.74,28.48,-80.444
201206,63440,380668,1,17.44,N,PLAYALINDA BEACH,28.8,-80.74,28.48,-80.444
201206,63440,380672,1,3.34,WNW,CAPE CANAVERAL,28.4,-80.65,28.24,-80.39
201206,63440,380674,1,7.36,NE,PLAYALINDA BEACH,28.63,-80.7,28.378,-80.42
201206,63440,380876,1,0.9,ESE,ST. LUCIE NUCLEAR POWER PLANT,27.3452,-80.2364,27.20712,-80.14184
201206,63440,380877,1,17.44,N,PLAYALINDA BEACH,28.8,-80.74,28.48,-80.444
201206,63444,380664,1,5.0,SSW,FRANKEL CITY,32.3131,-102.8128,32.18786,-10.248768
201206,63444,380847,1,0.25,E,FRANKEL CITY,32.38,-102.7757,32.228,-10.246542
201206,63444,380851,1,2.0,ENE,GOLDSMITH,31.9911,-102.5885,31.59466,-10.23531
